frame,time_s,z_m,vz_mps,F_brake_N,P_recov_W,E_cum_J,wheel_deg
904,7.525,5.905313,-1.22625,4905.0,4059.96,29832.54,1302.72
905,7.533333,5.895094,-1.22625,4905.0,4059.96,29866.38,1304.18
906,7.541667,5.884875,-1.22625,4905.0,4059.96,29900.21,1305.65
907,7.55,5.874656,-1.22625,4905.0,4059.96,29934.04,1307.11
908,7.558333,5.864438,-1.22625,4905.0,4059.96,29967.87,1308.57
909,7.566667,5.854219,-1.22625,4905.0,4059.96,30001.71,1310.04
910,7.575,5.844,-1.22625,4905.0,4059.96,30035.54,1311.5
911,7.583333,5.833781,-1.22625,4905.0,4059.96,30069.37,1312.96
912,7.591667,5.823563,-1.22625,4905.0,4059.96,30103.21,1314.43
913,7.6,5.813344,-1.22625,4905.0,4059.96,30137.04,1315.89
914,7.608333,5.803125,-1.22625,4905.0,4059.96,30170.87,1317.36
915,7.616667,5.792906,-1.22625,4905.0,4059.96,30204.71,1318.82
916,7.625,5.782688,-1.22625,4905.0,4059.96,30238.54,1320.28
917,7.633333,5.772469,-1.22625,4905.0,4059.96,30272.37,1321.75
918,7.641667,5.76225,-1.22625,4905.0,4059.96,30306.2,1323.21
919,7.65,5.752031,-1.22625,4905.0,4059.96,30340.04,1324.67
920,7.658333,5.741813,-1.22625,4905.0,4059.96,30373.87,1326.14
921,7.666667,5.731594,-1.22625,4905.0,4059.96,30407.7,1327.6
922,7.675,5.721375,-1.22625,4905.0,4059.96,30441.54,1329.07
923,7.683333,5.711156,-1.22625,4905.0,4059.96,30475.37,1330.53
924,7.691667,5.700938,-1.22625,4905.0,4059.96,30509.2,1331.99
925,7.7,5.690719,-1.22625,4905.0,4059.96,30543.04,1333.46
926,7.708333,5.6805,-1.22625,4905.0,4059.96,30576.87,1334.92
927,7.716667,5.670281,-1.22625,4905.0,4059.96,30610.7,1336.38
928,7.725,5.660063,-1.22625,4905.0,4059.96,30644.53,1337.85
929,7.733333,5.649844,-1.22625,4905.0,4059.96,30678.37,1339.31
930,7.741667,5.639625,-1.22625,4905.0,4059.96,30712.2,1340.77
931,7.75,5.629406,-1.22625,4905.0,4059.96,30746.03,1342.24
932,7.758333,5.619188,-1.22625,4905.0,4059.96,30779.87,1343.7
933,7.766667,5.608969,-1.22625,4905.0,4059.96,30813.7,1345.17
934,7.775,5.59875,-1.22625,4905.0,4059.96,30847.53,1346.63
935,7.783333,5.588531,-1.22625,4905.0,4059.96,30881.37,1348.09
936,7.791667,5.578313,-1.22625,4905.0,4059.96,30915.2,1349.56
937,7.8,5.568094,-1.22625,4905.0,4059.96,30949.03,1351.02
938,7.808333,5.557875,-1.22625,4905.0,4059.96,30982.86,1352.48
939,7.816667,5.547656,-1.22625,4905.0,4059.96,31016.7,1353.95
940,7.825,5.537438,-1.22625,4905.0,4059.96,31050.53,1355.41
941,7.833333,5.527219,-1.22625,4905.0,4059.96,31084.36,1356.88
942,7.841667,5.517,-1.22625,4905.0,4059.96,31118.2,1358.34
943,7.85,5.506781,-1.22625,4905.0,4059.96,31152.03,1359.8
944,7.858333,5.496563,-1.22625,4905.0,4059.96,31185.86,1361.27
945,7.866667,5.486344,-1.22625,4905.0,4059.96,31219.7,1362.73
946,7.875,5.476125,-1.22625,4905.0,4059.96,31253.53,1364.19
947,7.883333,5.465906,-1.22625,4905.0,4059.96,31287.36,1365.66
948,7.891667,5.455688,-1.22625,4905.0,4059.96,31321.2,1367.12
949,7.9,5.445469,-1.22625,4905.0,4059.96,31355.03,1368.59
950,7.908333,5.43525,-1.22625,4905.0,4059.96,31388.86,1370.05
951,7.916667,5.425031,-1.22625,4905.0,4059.96,31422.69,1371.51
952,7.925,5.414813,-1.22625,4905.0,4059.96,31456.53,1372.98
953,7.933333,5.404594,-1.22625,4905.0,4059.96,31490.36,1374.44
954,7.941667,5.394375,-1.22625,4905.0,4059.96,31524.19,1375.9
955,7.95,5.384156,-1.22625,4905.0,4059.96,31558.03,1377.37
956,7.958333,5.373938,-1.22625,4905.0,4059.96,31591.86,1378.83
957,7.966667,5.363719,-1.22625,4905.0,4059.96,31625.69,1380.3
958,7.975,5.3535,-1.22625,4905.0,4059.96,31659.53,1381.76
959,7.983333,5.343281,-1.22625,4905.0,4059.96,31693.36,1383.22
960,7.991667,5.333063,-1.22625,4905.0,4059.96,31727.19,1384.69
961,8.0,5.322844,-1.22625,4905.0,4059.96,31761.02,1386.15
962,8.008333,5.312625,-1.22625,4905.0,4059.96,31794.86,1387.61
963,8.016667,5.302406,-1.22625,4905.0,4059.96,31828.69,1389.08
964,8.025,5.292188,-1.22625,4905.0,4059.96,31862.52,1390.54
965,8.033333,5.281969,-1.22625,4905.0,4059.96,31896.36,1392.01
966,8.041667,5.27175,-1.22625,4905.0,4059.96,31930.19,1393.47
967,8.05,5.261531,-1.22625,4905.0,4059.96,31964.02,1394.93
968,8.058333,5.251313,-1.22625,4905.0,4059.96,31997.86,1396.4
969,8.066667,5.241094,-1.22625,4905.0,4059.96,32031.69,1397.86
970,8.075,5.230875,-1.22625,4905.0,4059.96,32065.52,1399.32
971,8.083333,5.220656,-1.22625,4905.0,4059.96,32099.35,1400.79
972,8.091667,5.210438,-1.22625,4905.0,4059.96,32133.19,1402.25
973,8.1,5.200219,-1.22625,4905.0,4059.96,32167.02,1403.72
974,8.108333,5.19,-1.22625,4905.0,4059.96,32200.85,1405.18
975,8.116667,5.179781,-1.22625,4905.0,4059.96,32234.69,1406.64
976,8.125,5.169563,-1.22625,4905.0,4059.96,32268.52,1408.11
977,8.133333,5.159344,-1.22625,4905.0,4059.96,32302.35,1409.57
978,8.141667,5.149125,-1.22625,4905.0,4059.96,32336.19,1411.03
979,8.15,5.138906,-1.22625,4905.0,4059.96,32370.02,1412.5
980,8.158333,5.128688,-1.22625,4905.0,4059.96,32403.85,1413.96
981,8.166667,5.118469,-1.22625,4905.0,4059.96,32437.68,1415.43
982,8.175,5.10825,-1.22625,4905.0,4059.96,32471.52,1416.89
983,8.183333,5.098031,-1.22625,4905.0,4059.96,32505.35,1418.35
984,8.191667,5.087813,-1.22625,4905.0,4059.96,32539.18,1419.82
985,8.2,5.077594,-1.22625,4905.0,4059.96,32573.02,1421.28
986,8.208333,5.067375,-1.22625,4905.0,4059.96,32606.85,1422.74
987,8.216667,5.057156,-1.22625,4905.0,4059.96,32640.68,1424.21
988,8.225,5.046938,-1.22625,4905.0,4059.96,32674.52,1425.67
989,8.233333,5.036719,-1.22625,4905.0,4059.96,32708.35,1427.13
990,8.241667,5.0265,-1.22625,4905.0,4059.96,32742.18,1428.6
991,8.25,5.016281,-1.22625,4905.0,4059.96,32776.01,1430.06
992,8.258333,5.006063,-1.22625,4905.0,4059.96,32809.85,1431.53
993,8.266667,4.995844,-1.22625,4905.0,4059.96,32843.68,1432.99
994,8.275,4.985625,-1.22625,4905.0,4059.96,32877.51,1434.45
995,8.283333,4.975406,-1.22625,4905.0,4059.96,32911.35,1435.92
996,8.291667,4.965188,-1.22625,4905.0,4059.96,32945.18,1437.38
997,8.3,4.954969,-1.22625,4905.0,4059.96,32979.01,1438.84
998,8.308333,4.94475,-1.22625,4905.0,4059.96,33012.85,1440.31
999,8.316667,4.934531,-1.22625,4905.0,4059.96,33046.68,1441.77
1000,8.325,4.924313,-1.22625,4905.0,4059.96,33080.51,1443.24
1001,8.333333,4.914094,-1.22625,4905.0,4059.96,33114.34,1444.7
1002,8.341667,4.903875,-1.22625,4905.0,4059.96,33148.18,1446.16
1003,8.35,4.893656,-1.22625,4905.0,4059.96,33182.01,1447.63
1004,8.358333,4.883438,-1.22625,4905.0,4059.96,33215.84,1449.09
1005,8.366667,4.873219,-1.22625,4905.0,4059.96,33249.68,1450.55
1006,8.375,4.863,-1.22625,4905.0,4059.96,33283.51,1452.02
1007,8.383333,4.852781,-1.22625,4905.0,4059.96,33317.34,1453.48
1008,8.391667,4.842563,-1.22625,4905.0,4059.96,33351.18,1454.95
1009,8.4,4.832344,-1.22625,4905.0,4059.96,33385.01,1456.41
1010,8.408333,4.822125,-1.22625,4905.0,4059.96,33418.84,1457.87
1011,8.416667,4.811906,-1.22625,4905.0,4059.96,33452.67,1459.34
1012,8.425,4.801688,-1.22625,4905.0,4059.96,33486.51,1460.8
1013,8.433333,4.791469,-1.22625,4905.0,4059.96,33520.34,1462.26
1014,8.441667,4.78125,-1.22625,4905.0,4059.96,33554.17,1463.73
1015,8.45,4.771031,-1.22625,4905.0,4059.96,33588.01,1465.19
1016,8.458333,4.760813,-1.22625,4905.0,4059.96,33621.84,1466.66
1017,8.466667,4.750594,-1.22625,4905.0,4059.96,33655.67,1468.12
1018,8.475,4.740375,-1.22625,4905.0,4059.96,33689.51,1469.58
1019,8.483333,4.730156,-1.22625,4905.0,4059.96,33723.34,1471.05
1020,8.491667,4.719938,-1.22625,4905.0,4059.96,33757.17,1472.51
1021,8.5,4.709719,-1.22625,4905.0,4059.96,33791.0,1473.97
1022,8.508333,4.6995,-1.22625,4905.0,4059.96,33824.84,1475.44
1023,8.516667,4.689281,-1.22625,4905.0,4059.96,33858.67,1476.9
1024,8.525,4.679063,-1.22625,4905.0,4059.96,33892.5,1478.37
1025,8.533333,4.668844,-1.22625,4905.0,4059.96,33926.34,1479.83
1026,8.541667,4.658625,-1.22625,4905.0,4059.96,33960.17,1481.29
1027,8.55,4.648406,-1.22625,4905.0,4059.96,33994.0,1482.76
1028,8.558333,4.638188,-1.22625,4905.0,4059.96,34027.84,1484.22
1029,8.566667,4.627969,-1.22625,4905.0,4059.96,34061.67,1485.68
1030,8.575,4.61775,-1.22625,4905.0,4059.96,34095.5,1487.15
1031,8.583333,4.607531,-1.22625,4905.0,4059.96,34129.33,1488.61
1032,8.591667,4.597313,-1.22625,4905.0,4059.96,34163.17,1490.08
1033,8.6,4.587094,-1.22625,4905.0,4059.96,34197.0,1491.54
1034,8.608333,4.576875,-1.22625,4905.0,4059.96,34230.83,1493.0
1035,8.616667,4.566656,-1.22625,4905.0,4059.96,34264.67,1494.47
1036,8.625,4.556438,-1.22625,4905.0,4059.96,34298.5,1495.93
1037,8.633333,4.546219,-1.22625,4905.0,4059.96,34332.33,1497.39
1038,8.641667,4.536,-1.22625,4905.0,4059.96,34366.17,1498.86
1039,8.65,4.525781,-1.22625,4905.0,4059.96,34400.0,1500.32
1040,8.658333,4.515563,-1.22625,4905.0,4059.96,34433.83,1501.79
1041,8.666667,4.505344,-1.22625,4905.0,4059.96,34467.66,1503.25
1042,8.675,4.495125,-1.22625,4905.0,4059.96,34501.5,1504.71
1043,8.683333,4.484906,-1.22625,4905.0,4059.96,34535.33,1506.18
1044,8.691667,4.474688,-1.22625,4905.0,4059.96,34569.16,1507.64
1045,8.7,4.464469,-1.22625,4905.0,4059.96,34603.0,1509.1
1046,8.708333,4.45425,-1.22625,4905.0,4059.96,34636.83,1510.57
1047,8.716667,4.444031,-1.22625,4905.0,4059.96,34670.66,1512.03
1048,8.725,4.433813,-1.22625,4905.0,4059.96,34704.5,1513.49
1049,8.733333,4.423594,-1.22625,4905.0,4059.96,34738.33,1514.96
1050,8.741667,4.413375,-1.22625,4905.0,4059.96,34772.16,1516.42
1051,8.75,4.403156,-1.22625,4905.0,4059.96,34805.99,1517.89
1052,8.758333,4.392938,-1.22625,4905.0,4059.96,34839.83,1519.35
1053,8.766667,4.382719,-1.22625,4905.0,4059.96,34873.66,1520.81
1054,8.775,4.3725,-1.22625,4905.0,4059.96,34907.49,1522.28
1055,8.783333,4.362281,-1.22625,4905.0,4059.96,34941.33,1523.74
1056,8.791667,4.352063,-1.22625,4905.0,4059.96,34975.16,1525.2
1057,8.8,4.341844,-1.22625,4905.0,4059.96,35008.99,1526.67
1058,8.808333,4.331625,-1.22625,4905.0,4059.96,35042.83,1528.13
1059,8.816667,4.321406,-1.22625,4905.0,4059.96,35076.66,1529.6
1060,8.825,4.311188,-1.22625,4905.0,4059.96,35110.49,1531.06
1061,8.833333,4.300969,-1.22625,4905.0,4059.96,35144.32,1532.52
1062,8.841667,4.29075,-1.22625,4905.0,4059.96,35178.16,1533.99
1063,8.85,4.280531,-1.22625,4905.0,4059.96,35211.99,1535.45
1064,8.858333,4.270313,-1.22625,4905.0,4059.96,35245.82,1536.91
1065,8.866667,4.260094,-1.22625,4905.0,4059.96,35279.66,1538.38
1066,8.875,4.249875,-1.22625,4905.0,4059.96,35313.49,1539.84
1067,8.883333,4.239656,-1.22625,4905.0,4059.96,35347.32,1541.31
1068,8.891667,4.229438,-1.22625,4905.0,4059.96,35381.16,1542.77
1069,8.9,4.219219,-1.22625,4905.0,4059.96,35414.99,1544.23
1070,8.908333,4.209,-1.22625,4905.0,4059.96,35448.82,1545.7
1071,8.916667,4.198781,-1.22625,4905.0,4059.96,35482.65,1547.16
1072,8.925,4.188563,-1.22625,4905.0,4059.96,35516.49,1548.62
1073,8.933333,4.178344,-1.22625,4905.0,4059.96,35550.32,1550.09
1074,8.941667,4.168125,-1.22625,4905.0,4059.96,35584.15,1551.55
1075,8.95,4.157906,-1.22625,4905.0,4059.96,35617.99,1553.02
1076,8.958333,4.147688,-1.22625,4905.0,4059.96,35651.82,1554.48
1077,8.966667,4.137469,-1.22625,4905.0,4059.96,35685.65,1555.94
1078,8.975,4.12725,-1.22625,4905.0,4059.96,35719.49,1557.41
1079,8.983333,4.117031,-1.22625,4905.0,4059.96,35753.32,1558.87
1080,8.991667,4.106813,-1.22625,4905.0,4059.96,35787.15,1560.33
1081,9.0,4.096594,-1.22625,4905.0,4059.96,35820.98,1561.8
1082,9.008333,4.086375,-1.22625,4905.0,4059.96,35854.82,1563.26
1083,9.016667,4.076156,-1.22625,4905.0,4059.96,35888.65,1564.73
1084,9.025,4.065938,-1.22625,4905.0,4059.96,35922.48,1566.19
1085,9.033333,4.055719,-1.22625,4905.0,4059.96,35956.32,1567.65
1086,9.041667,4.0455,-1.22625,4905.0,4059.96,35990.15,1569.12
1087,9.05,4.035281,-1.22625,4905.0,4059.96,36023.98,1570.58
1088,9.058333,4.025063,-1.22625,4905.0,4059.96,36057.82,1572.04
1089,9.066667,4.014844,-1.22625,4905.0,4059.96,36091.65,1573.51
1090,9.075,4.004625,-1.22625,4905.0,4059.96,36125.48,1574.97
1091,9.083333,3.994406,-1.22625,4905.0,4059.96,36159.31,1576.44
1092,9.091667,3.984188,-1.22625,4905.0,4059.96,36193.15,1577.9
1093,9.1,3.973969,-1.22625,4905.0,4059.96,36226.98,1579.36
1094,9.108333,3.96375,-1.22625,4905.0,4059.96,36260.81,1580.83
1095,9.116667,3.953531,-1.22625,4905.0,4059.96,36294.65,1582.29
1096,9.125,3.943313,-1.22625,4905.0,4059.96,36328.48,1583.75
1097,9.133333,3.933094,-1.22625,4905.0,4059.96,36362.31,1585.22
1098,9.141667,3.922875,-1.22625,4905.0,4059.96,36396.15,1586.68
1099,9.15,3.912656,-1.22625,4905.0,4059.96,36429.98,1588.15
1100,9.158333,3.902438,-1.22625,4905.0,4059.96,36463.81,1589.61
1101,9.166667,3.892219,-1.22625,4905.0,4059.96,36497.64,1591.07
1102,9.175,3.882,-1.22625,4905.0,4059.96,36531.48,1592.54
1103,9.183333,3.871781,-1.22625,4905.0,4059.96,36565.31,1594.0
1104,9.191667,3.861563,-1.22625,4905.0,4059.96,36599.14,1595.46
1105,9.2,3.851344,-1.22625,4905.0,4059.96,36632.98,1596.93
1106,9.208333,3.841125,-1.22625,4905.0,4059.96,36666.81,1598.39
1107,9.216667,3.830906,-1.22625,4905.0,4059.96,36700.64,1599.85
1108,9.225,3.820688,-1.22625,4905.0,4059.96,36734.48,1601.32
1109,9.233333,3.810469,-1.22625,4905.0,4059.96,36768.31,1602.78
1110,9.241667,3.80025,-1.22625,4905.0,4059.96,36802.14,1604.25
1111,9.25,3.790031,-1.22625,4905.0,4059.96,36835.97,1605.71
1112,9.258333,3.779813,-1.22625,4905.0,4059.96,36869.81,1607.17
1113,9.266667,3.769594,-1.22625,4905.0,4059.96,36903.64,1608.64
1114,9.275,3.759375,-1.22625,4905.0,4059.96,36937.47,1610.1
1115,9.283333,3.749156,-1.22625,4905.0,4059.96,36971.31,1611.56
1116,9.291667,3.738938,-1.22625,4905.0,4059.96,37005.14,1613.03
1117,9.3,3.728719,-1.22625,4905.0,4059.96,37038.97,1614.49
1118,9.308333,3.7185,-1.22625,4905.0,4059.96,37072.81,1615.96
1119,9.316667,3.708281,-1.22625,4905.0,4059.96,37106.64,1617.42
1120,9.325,3.698063,-1.22625,4905.0,4059.96,37140.47,1618.88
1121,9.333333,3.687844,-1.22625,4905.0,4059.96,37174.3,1620.35
1122,9.341667,3.677625,-1.22625,4905.0,4059.96,37208.14,1621.81
1123,9.35,3.667406,-1.22625,4905.0,4059.96,37241.97,1623.27
1124,9.358333,3.657188,-1.22625,4905.0,4059.96,37275.8,1624.74
1125,9.366667,3.646969,-1.22625,4905.0,4059.96,37309.64,1626.2
1126,9.375,3.63675,-1.22625,4905.0,4059.96,37343.47,1627.67
1127,9.383333,3.626531,-1.22625,4905.0,4059.96,37377.3,1629.13
1128,9.391667,3.616313,-1.22625,4905.0,4059.96,37411.14,1630.59
1129,9.4,3.606094,-1.22625,4905.0,4059.96,37444.97,1632.06
1130,9.408333,3.595875,-1.22625,4905.0,4059.96,37478.8,1633.52
1131,9.416667,3.585656,-1.22625,4905.0,4059.96,37512.63,1634.98
1132,9.425,3.575438,-1.22625,4905.0,4059.96,37546.47,1636.45
1133,9.433333,3.565219,-1.22625,4905.0,4059.96,37580.3,1637.91
1134,9.441667,3.555,-1.22625,4905.0,4059.96,37614.13,1639.38
1135,9.45,3.544781,-1.22625,4905.0,4059.96,37647.97,1640.84
1136,9.458333,3.534563,-1.22625,4905.0,4059.96,37681.8,1642.3
1137,9.466667,3.524344,-1.22625,4905.0,4059.96,37715.63,1643.77
1138,9.475,3.514125,-1.22625,4905.0,4059.96,37749.47,1645.23
1139,9.483333,3.503906,-1.22625,4905.0,4059.96,37783.3,1646.69
1140,9.491667,3.493688,-1.22625,4905.0,4059.96,37817.13,1648.16
1141,9.5,3.483469,-1.22625,4905.0,4059.96,37850.96,1649.62
1142,9.508333,3.47325,-1.22625,4905.0,4059.96,37884.8,1651.09
1143,9.516667,3.463031,-1.22625,4905.0,4059.96,37918.63,1652.55
1144,9.525,3.452813,-1.22625,4905.0,4059.96,37952.46,1654.01
1145,9.533333,3.442594,-1.22625,4905.0,4059.96,37986.3,1655.48
1146,9.541667,3.432375,-1.22625,4905.0,4059.96,38020.13,1656.94
1147,9.55,3.422156,-1.22625,4905.0,4059.96,38053.96,1658.4
1148,9.558333,3.411938,-1.22625,4905.0,4059.96,38087.8,1659.87
1149,9.566667,3.401719,-1.22625,4905.0,4059.96,38121.63,1661.33
1150,9.575,3.3915,-1.22625,4905.0,4059.96,38155.46,1662.8
1151,9.583333,3.381281,-1.22625,4905.0,4059.96,38189.29,1664.26
1152,9.591667,3.371063,-1.22625,4905.0,4059.96,38223.13,1665.72
1153,9.6,3.360844,-1.22625,4905.0,4059.96,38256.96,1667.19
1154,9.608333,3.350625,-1.22625,4905.0,4059.96,38290.79,1668.65
1155,9.616667,3.340406,-1.22625,4905.0,4059.96,38324.63,1670.11
1156,9.625,3.330188,-1.22625,4905.0,4059.96,38358.46,1671.58
1157,9.633333,3.319969,-1.22625,4905.0,4059.96,38392.29,1673.04
1158,9.641667,3.30975,-1.22625,4905.0,4059.96,38426.13,1674.5
1159,9.65,3.299531,-1.22625,4905.0,4059.96,38459.96,1675.97
1160,9.658333,3.289313,-1.22625,4905.0,4059.96,38493.79,1677.43
1161,9.666667,3.279094,-1.22625,4905.0,4059.96,38527.62,1678.9
1162,9.675,3.268875,-1.22625,4905.0,4059.96,38561.46,1680.36
1163,9.683333,3.258656,-1.22625,4905.0,4059.96,38595.29,1681.82
1164,9.691667,3.248438,-1.22625,4905.0,4059.96,38629.12,1683.29
1165,9.7,3.238219,-1.22625,4905.0,4059.96,38662.96,1684.75
1166,9.708333,3.228,-1.22625,4905.0,4059.96,38696.79,1686.21
1167,9.716667,3.217781,-1.22625,4905.0,4059.96,38730.62,1687.68
1168,9.725,3.207563,-1.22625,4905.0,4059.96,38764.46,1689.14
1169,9.733333,3.197344,-1.22625,4905.0,4059.96,38798.29,1690.61
1170,9.741667,3.187125,-1.22625,4905.0,4059.96,38832.12,1692.07
1171,9.75,3.176906,-1.22625,4905.0,4059.96,38865.95,1693.53
1172,9.758333,3.166688,-1.22625,4905.0,4059.96,38899.79,1695.0
1173,9.766667,3.156469,-1.22625,4905.0,4059.96,38933.62,1696.46
1174,9.775,3.14625,-1.22625,4905.0,4059.96,38967.45,1697.92
1175,9.783333,3.136031,-1.22625,4905.0,4059.96,39001.29,1699.39
1176,9.791667,3.125813,-1.22625,4905.0,4059.96,39035.12,1700.85
1177,9.8,3.115594,-1.22625,4905.0,4059.96,39068.95,1702.32
1178,9.808333,3.105375,-1.22625,4905.0,4059.96,39102.79,1703.78
1179,9.816667,3.095156,-1.22625,4905.0,4059.96,39136.62,1705.24
1180,9.825,3.084938,-1.22625,4905.0,4059.96,39170.45,1706.71
1181,9.833333,3.074719,-1.22625,4905.0,4059.96,39204.28,1708.17
1182,9.841667,3.0645,-1.22625,4905.0,4059.96,39238.12,1709.63
1183,9.85,3.054281,-1.22625,4905.0,4059.96,39271.95,1711.1
1184,9.858333,3.044063,-1.22625,4905.0,4059.96,39305.78,1712.56
1185,9.866667,3.033844,-1.22625,4905.0,4059.96,39339.62,1714.03
1186,9.875,3.023625,-1.22625,4905.0,4059.96,39373.45,1715.49
1187,9.883333,3.013406,-1.22625,4905.0,4059.96,39407.28,1716.95
1188,9.891667,3.003188,-1.22625,4905.0,4059.96,39441.12,1718.42
1189,9.9,2.992969,-1.22625,4905.0,4059.96,39474.95,1719.88
1190,9.908333,2.98275,-1.22625,4905.0,4059.96,39508.78,1721.34
1191,9.916667,2.972531,-1.22625,4905.0,4059.96,39542.61,1722.81
1192,9.925,2.962313,-1.22625,4905.0,4059.96,39576.45,1724.27
1193,9.933333,2.952094,-1.22625,4905.0,4059.96,39610.28,1725.74
1194,9.941667,2.941875,-1.22625,4905.0,4059.96,39644.11,1727.2
1195,9.95,2.931656,-1.22625,4905.0,4059.96,39677.95,1728.66
1196,9.958333,2.921438,-1.22625,4905.0,4059.96,39711.78,1730.13
1197,9.966667,2.911219,-1.22625,4905.0,4059.96,39745.61,1731.59
1198,9.975,2.901,-1.22625,4905.0,4059.96,39779.45,1733.05
1199,9.983333,2.890781,-1.22625,4905.0,4059.96,39813.28,1734.52
1200,9.991667,2.880563,-1.22625,4905.0,4059.96,39847.11,1735.98
